Time,WM1,WM2,WM3,WM4,WM5
00:05:56.433,0,0,0,0,0
00:05:56.433,1,0,0,0,0
00:05:56.944,1,0,0,0,0
00:05:56.944,0,0,0,0,0
00:05:57.445,0,0,0,0,0
00:05:57.445,1,0,0,0,0
00:05:57.950,1,0,0,0,0
00:05:57.950,0,0,0,0,0
00:05:58.449,0,0,0,0,0
00:05:58.449,1,0,0,0,0
00:05:58.962,1,0,0,0,0
00:05:58.962,0,0,0,0,0
00:05:59.472,0,0,0,0,0
00:05:59.472,1,0,0,0,0
00:05:59.969,1,0,0,0,0
00:05:59.969,0,0,0,0,0
00:06:00.476,0,0,0,0,0
00:06:00.476,1,0,0,0,0
00:06:00.979,1,0,0,0,0
00:06:00.979,0,0,0,0,0
00:06:01.488,0,0,0,0,0
00:06:01.488,1,0,0,0,0
00:06:01.998,1,0,0,0,0
00:06:01.998,0,0,0,0,0
00:06:02.499,0,0,0,0,0
00:06:02.499,1,0,0,0,0
00:06:03.000,1,0,0,0,0
00:06:03.000,0,0,0,0,0
00:06:03.507,0,0,0,0,0
00:06:03.507,1,0,0,0,0
00:06:04.020,1,0,0,0,0
00:06:04.020,0,0,0,0,0
00:06:04.529,0,0,0,0,0
00:06:04.529,1,0,0,0,0
00:06:05.044,1,0,0,0,0
00:06:05.044,0,0,0,0,0
00:06:05.555,0,0,0,0,0
00:06:05.555,1,0,0,0,0
00:06:06.060,1,0,0,0,0
00:06:06.060,0,0,0,0,0
00:06:06.576,0,0,0,0,0
00:06:06.576,1,0,0,0,0
00:06:07.090,1,0,0,0,0
00:06:07.090,0,0,0,0,0
00:06:07.601,0,0,0,0,0
00:06:07.601,1,0,0,0,0
00:06:08.112,1,0,0,0,0
00:06:08.112,0,0,0,0,0
00:06:08.623,0,0,0,0,0
00:06:08.623,1,0,0,0,0
00:06:09.124,1,0,0,0,0
00:06:09.124,0,0,0,0,0
00:06:09.633,0,0,0,0,0
00:06:09.633,1,0,0,0,0
00:06:10.139,1,0,0,0,0
00:06:10.139,0,0,0,0,0
00:06:10.643,0,0,0,0,0
00:06:10.643,1,0,0,0,0
00:06:11.142,1,0,0,0,0
00:06:11.142,0,0,0,0,0
00:06:11.649,0,0,0,0,0
00:06:11.649,1,0,0,0,0
00:06:12.161,1,0,0,0,0
00:06:12.161,0,0,0,0,0
00:06:12.675,0,0,0,0,0
00:06:12.675,1,0,0,0,0
00:06:13.175,1,0,0,0,0
00:06:13.175,0,0,0,0,0
00:06:13.676,0,0,0,0,0
00:06:13.676,1,0,0,0,0
00:06:14.176,1,0,0,0,0
00:06:14.176,0,0,0,0,0
00:06:14.685,0,0,0,0,0
00:06:14.685,1,0,0,0,0
00:06:15.193,1,0,0,0,0
00:06:15.193,0,0,0,0,0
00:06:15.693,0,0,0,0,0
00:06:15.693,1,0,0,0,0
00:06:16.194,1,0,0,0,0
00:06:16.194,0,0,0,0,0
00:06:16.695,0,0,0,0,0
00:06:16.695,1,0,0,0,0
00:06:17.203,1,0,0,0,0
00:06:17.203,0,0,0,0,0
00:06:17.706,0,0,0,0,0
00:06:17.706,1,0,0,0,0
00:06:18.206,1,0,0,0,0
00:06:18.206,0,0,0,0,0
00:06:18.708,0,0,0,0,0
00:06:18.708,1,0,0,0,0
00:06:19.208,1,0,0,0,0
00:06:19.208,0,0,0,0,0
00:06:19.708,0,0,0,0,0
00:06:19.708,1,0,0,0,0
00:06:20.215,1,0,0,0,0
00:06:20.215,0,0,0,0,0
00:06:20.723,0,0,0,0,0
00:06:20.723,1,0,0,0,0
00:06:21.223,1,0,0,0,0
00:06:21.223,0,0,0,0,0
00:06:21.738,0,0,0,0,0
00:06:21.738,1,0,0,0,0
00:06:22.247,1,0,0,0,0
00:06:22.247,0,0,0,0,0
00:06:22.760,0,0,0,0,0
00:06:22.760,1,0,0,0,0
00:06:23.274,1,0,0,0,0
00:06:23.274,0,0,0,0,0
00:06:23.786,0,0,0,0,0
00:06:23.786,1,0,0,0,0
00:06:24.291,1,0,0,0,0
00:06:24.291,0,0,0,0,0
00:06:24.797,0,0,0,0,0
00:06:24.797,1,0,0,0,0
00:06:25.306,1,0,0,0,0
00:06:25.306,0,0,0,0,0
00:06:25.807,0,0,0,0,0
00:06:25.807,1,0,0,0,0
00:06:26.311,1,0,0,0,0
00:06:26.311,0,0,0,0,0
00:06:26.834,0,0,0,0,0
00:06:26.834,1,0,0,0,0
00:06:27.339,1,0,0,0,0
00:06:27.339,0,0,0,0,0
00:06:27.840,0,0,0,0,0
00:06:27.840,1,0,0,0,0
00:06:28.341,1,0,0,0,0
00:06:28.341,0,0,0,0,0
00:06:28.845,0,0,0,0,0
00:06:28.845,1,0,0,0,0
00:06:29.356,1,0,0,0,0
00:06:29.356,0,0,0,0,0
00:06:29.871,0,0,0,0,0
00:06:29.871,1,0,0,0,0
00:06:30.372,1,0,0,0,0
00:06:30.372,0,0,0,0,0
00:06:30.874,0,0,0,0,0
00:06:30.874,1,0,0,0,0
00:06:31.373,1,0,0,0,0
00:06:31.373,0,0,0,0,0
00:06:31.877,0,0,0,0,0
00:06:31.877,1,0,0,0,0
00:06:32.389,1,0,0,0,0
00:06:32.389,0,0,0,0,0
00:06:32.889,0,0,0,0,0
00:06:32.889,1,0,0,0,0
00:06:33.407,1,0,0,0,0
00:06:33.407,0,0,0,0,0
00:06:33.922,0,0,0,0,0
00:06:33.922,1,0,0,0,0
00:06:34.423,1,0,0,0,0
00:06:34.423,0,0,0,0,0
00:06:34.923,0,0,0,0,0
00:06:34.923,1,0,0,0,0
00:06:35.425,1,0,0,0,0
00:06:35.425,0,0,0,0,0
00:06:35.938,0,0,0,0,0
00:06:35.938,1,0,0,0,0
00:06:36.437,1,0,0,0,0
00:06:36.437,0,0,0,0,0
00:06:36.938,0,0,0,0,0
00:06:36.938,1,0,0,0,0
00:06:37.439,1,0,0,0,0
00:06:37.439,0,0,0,0,0
00:06:37.954,0,0,0,0,0
00:06:37.954,1,0,0,0,0
00:06:38.455,1,0,0,0,0
00:06:38.455,0,0,0,0,0
00:06:38.956,0,0,0,0,0
00:06:38.956,1,0,0,0,0
00:06:39.456,1,0,0,0,0
00:06:39.456,0,0,0,0,0
00:06:39.972,0,0,0,0,0
00:06:39.972,1,0,0,0,0
00:06:40.486,1,0,0,0,0
00:06:40.486,0,0,0,0,0
00:06:40.989,0,0,0,0,0
00:06:40.989,1,0,0,0,0
00:06:41.503,1,0,0,0,0
00:06:41.503,0,0,0,0,0
00:06:42.001,0,0,0,0,0
00:06:42.001,1,0,0,0,0
00:06:42.505,1,0,0,0,0
00:06:42.505,0,0,0,0,0
00:06:43.005,0,0,0,0,0
00:06:43.005,1,0,0,0,0
00:06:43.519,1,0,0,0,0
00:06:43.519,0,0,0,0,0
00:06:44.021,0,0,0,0,0
00:06:44.021,1,0,0,0,0
00:06:44.522,1,0,0,0,0
00:06:44.522,0,0,0,0,0
00:06:45.021,0,0,0,0,0
00:06:45.021,1,0,0,0,0
00:06:45.537,1,0,0,0,0
